Date,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,FB,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,ANTM,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2021/11/8 0:00,467.2882996,150.4400024,336.3746033,3488.97998,1162.939941,2980.620117,2987.030029,338.6199951,308.0022888,288.7999878,168.0526581,161.8101196,461.1160278,367.0718689,144.1715546,220.1025391,47.11323547,349.2117615,48.33000183,64.84848785,176.8699951,56.6660881,555.3971558,666.0200195,113.8343353,161.3397522,624.2186279,55.89653397,114.8680344,53.22645187,651.4500122,126.3543243,365.9811401,503.8099976,309.9599915,51.54999924,50.86999893,51.70702362,229.4199982,148.671402,165.2254028,81.90297699,259.6867981,251.7045746,24.38449478,171.541687,301.1543579,234.0182953,336.4059143,192.3600006,84.21699524,150.1600037,238.3122711,91.64201355,614.5365601,208.2710114,224.7586823,100.0699997,122.2413101,58.89389038,152.713501,94.78787231,81.49799347,93.26152039,90.1809845,68.44999695,406.1964111,209.6101685,961.4356079,222.6799927,214.25,122.9000015,114.6655884,277.3823242,147.4836121,108.3251495,365.4200134,75.71990204,252.467453,425.3987427,179.5992432,359.7639771,74.48058319,460.8844299,180.0745239,692.2800293,2639.860107,20.04904747,226.4802399,217.8000031,607.7362061,207.0209045,61.55368042,44.22087097,183.7561951,65.30665588,338.9754944,274.8435974,59.59999847,64.28977203,69.63000488
2021/11/9 0:00,465.7437439,150.8099976,335.3365173,3576.22998,1023.5,2978.370117,2984.969971,335.3699951,306.5324707,286.3500061,166.7802887,161.4524689,462.8404236,369.1233826,144.6092072,213.0149994,46.65544128,344.1983337,47.29999924,65.47999573,175.1100006,57.103508,554.2544556,667.9199829,114.6746216,162.4125061,618.3310547,56.05530167,114.4226608,53.48516846,655.9899902,125.9856186,366.5197754,508.7099915,309.7099915,51.20000076,49.88999939,51.6180954,205.4199982,149.1893005,166.1120453,81.94259644,261.1719666,251.2570343,24.21788025,173.5081635,298.9957581,233.1411896,337.4922791,190.7899933,84.56545258,148.9199982,239.8549194,92.41153717,612.069458,208.9277649,226.769989,99.70999908,121.5159302,58.94345474,156.0381165,94.23990631,80.59999847,92.26683807,90.45935059,67.98999786,403.2221069,209.9473419,962.3115234,220.7899933,209.8099976,120.8499985,113.6399994,278.5365906,147.8620911,111.1926422,364.1499939,75.54039764,254.291214,428.9188843,179.4097137,354.7293396,75.50949097,461.2039185,179.8662262,691.2700195,2648.199951,20.01919937,228.1826324,220.2200012,620.5480957,205.8971405,61.91178131,43.9461441,184.2941284,65.48484802,335.3951416,274.4645996,58.61999893,64.25999451,69.68000031
2021/11/10 0:00,461.9968872,147.9199982,330.1958923,3482.050049,1067.949951,2917.870117,2932.52002,327.6400146,294.5539246,285.3200073,166.6212463,163.2010193,458.4048767,367.0618896,146.0315247,215.5599976,47.00376129,357.4709167,49.02000046,64.19000244,174.4499969,57.43157578,545.2818604,647.5,112.8457642,162.9389496,626.6077271,56.28353119,115.5509491,53.90309906,646.9099731,127.3707352,363.796814,505.5100098,299.6700134,50.75999832,50.36000061,51.97380829,204.6399994,147.8447266,159.1981812,83.22047424,263.793457,251.7344055,24.45310211,167.9581146,301.8338928,231.7856598,335.4989624,187.0200043,84.82430267,139.8699951,240.3923492,93.11199951,603.2796021,210.5995026,225.4100037,97.76999664,121.6351776,58.87406158,150.157608,93.48271942,80.75,92.46577454,89.65408325,68.20999908,397.0248108,211.4348602,954.8062134,218.5,206.6699982,120.2200012,113.25,274.5165405,148.1808319,108.8646774,359.4899902,72.79800415,253.1849976,423.7533264,180.9358826,351.539032,73.33181763,453.4469299,180.9474182,670.9099731,2569.780029,19.26300621,228.6206818,216.5800018,604.4534302,204.2761383,62.39919662,43.9068985,180.1699219,66.64308167,334.8595581,270.3651123,59.27000046,63.88999939,68.95999908
2021/11/11 0:00,462.1463623,147.8699951,331.8229065,3472.5,1063.51001,2915.330078,2934.959961,327.7399902,303.862793,284.6499939,166.6113129,161.9988861,455.9030457,366.1158447,145.6137695,210.4199982,47.26251984,353.8756104,50.18000031,64.30999756,162.1100006,56.42749023,551.869751,643.1699829,112.8556519,161.5980225,631.2258301,56.30337906,115.4321823,53.39561081,657.5800171,126.802742,365.2630005,512.1799927,302.980011,50.52999878,50.59000015,51.82559586,202.0299988,147.90448,163.8007813,83.2303772,261.7799988,248.780777,24.42369843,166.6704407,304.3422852,231.556427,334.5421448,188.6000061,84.99356079,146.0099945,239.4170074,93.72367096,606.1662598,212.2413788,221.0099945,98.87999725,118.8230896,58.67580032,153.6519775,93.69194794,81.40000153,93.70912933,88.53067017,68.87000275,400.2279053,209.798584,961.1668091,219.3800049,208.5299988,120.2699966,111.4400024,271.1333618,148.320282,106.906395,350.7900085,71.94038391,255.1383362,429.4673462,180.8461151,354.9287415,74.47060394,450.7614441,178.7552795,679.25,2479.040039,19.45205307,227.5355225,215.6900024,612.3560791,204.4651031,62.14056778,44.05407333,182.4013824,66.75197601,333.1338501,262.7447205,61.81999969,63.43999863,68.22000122
2021/11/12 0:00,465.6340942,149.9900055,336.1051025,3525.149902,1033.420044,2973.560059,2992.909912,340.8900146,303.862793,285.9899902,165.8657684,163.936203,457.4978333,371.0952454,145.7729187,212.0899963,46.6852951,363.0236206,49.72999954,63.81999969,159.6300049,56.48714066,559.6399536,657.5999756,112.9248505,161.5582886,634.9943237,56.17437744,115.768692,53.2364006,682.6099854,127.9985199,370.27005,517.1699829,306.6499939,50.31000137,50.95999908,51.71690369,208.3000031,147.16745,164.3188324,83.21057129,259.6499939,249.2879639,24.44330215,168.7866364,304.182373,235.5432739,335.8976135,190.0800018,85.92941284,147.8899994,241.2880707,93.4868927,626.2629395,212.1418762,222.3899994,99.84999847,118.5547943,58.91371536,156.567276,93.19379425,82.11000061,93.52013397,88.34178162,69.16000366,402.7844238,209.6300049,967.0297852,220.9600067,209.2700043,118.9599991,111.7200012,270.7552185,148.2206726,107.4958725,354.9299927,72.15977478,259.1346436,435.7896423,181.4346313,357.77005,77.21767426,452.5983582,182.1774139,691.4000244,2451.649902,19.4023056,229.904953,216.8500061,623.0525513,202.4860687,62.44893265,44.07369232,184.0849152,66.80147552,336.2778015,263.6623535,63.40000153,62.70000076,68.80000305
2021/11/15 0:00,465.7935486,150,335.4562988,3545.679932,1013.390015,2969.040039,2987.76001,347.5599976,300.2132263,284.6700134,165.5675659,162.4559021,449.3344421,369.5516052,146.6083984,212.3000031,46.82462311,360.8864136,49.65000153,64.37000275,158.4299927,56.93450546,562.1738281,659.7299805,115.4852524,162.7005768,632.1054688,56.18429947,115.6400223,53.11699295,679.3300171,128.9850464,367.4972534,519.8900146,305.4899902,50.31999969,51.08000183,51.77619171,212.5399933,146.3208618,167.8753815,82.90348816,258.4299927,251.5454559,24.30608749,168.5470734,299.4854126,234.1478729,332.8976746,189.2299957,86.9548645,146.4900055,240.3127441,94.07883453,625.4139404,210.4800873,222.4700012,100.2099991,116.8357468,59.10206604,156.018158,93.67201233,81.91999817,92.99295044,88.82891846,68.73999786,402.6849365,207.3999939,948.8635864,233.0899963,207.7100067,118.8700027,111.8700027,259.2125549,149.6051636,106.576683,353.5599976,72.51878357,263.4299927,433.1769714,182.6715393,360.0531006,76.6982193,458.5084229,181.830246,682.5700073,2405.01001,19.76050186,232.0254974,216.0599976,628.8798218,203.6894073,62.51856232,44.348423,184.3538971,66.52428436,338.1225586,261.2186584,62.97000122,63.27999878,69.31999969
2021/11/16 0:00,467.637085,151,338.8900146,3540.699951,1054.72998,2957.52002,2981.52002,342.9599915,301.9930115,283.3599854,164.3747101,161.6114349,448.1582947,390.7140808,146.3995361,215.1799927,46.85448074,369.0756836,49.59999847,65.01999664,158.8300018,56.6660881,565.1547241,671.0300293,115.9399948,162.2138519,641.2218018,55.78738022,115.2243347,52.85827255,687.4000244,130.4299469,370.2002258,526.7199707,307.0899963,50.61000061,50.36999893,51.44023895,215.6699982,142.5958557,181.1252899,83.3195343,257.7200012,251.0681,24.16887665,171.5217285,305.391571,243.9754639,331.8611145,188.5200043,86.59645844,152.4499969,240.3326263,91.81959534,645.0111694,210.8283691,221.3699951,100.6900024,117.2431488,58.58658218,157.6055908,95.25613403,81.80999756,92.39614105,88.38154602,67.73999786,400.9739685,205.3899994,944.5932617,225.8000031,205.4299927,118.4599991,112.2300034,257.7597656,148.878067,103.2595825,361.1199951,72.43900299,266.3900146,429.2579041,180.4670563,360.9105225,76.72818756,469.5798035,181.8897552,692.5499878,2380.330078,19.69085312,234.20578,220.1799927,632.8710327,204.3954773,62.14056778,43.61255264,186.9539337,66.21740723,337.5770569,261.6275635,62.61000061,63.54999924,69.5
2021/11/17 0:00,466.5010986,153.4900055,339.1199951,3549,1089.01001,2960.939941,2981.23999,340.769989,292.5741577,281.5899963,163.4900208,162.2174683,447.490509,393.2237244,146.3100281,205.0599976,46.28720856,358.6993103,50.86999893,64.30999756,157.3300018,56.42749023,566.0192261,670.6699829,115.4199982,162.2734528,637.0435181,55.47976303,116.144783,53.46526718,691.6900024,128.167923,371.81604,526.289978,308.019989,50.22999954,49.84000015,51.11416626,206.2700043,141.3707886,182.8487701,81.82372284,261.1799927,251.2968292,24.16887665,171.4318848,309.4689636,244.9223328,330.3760986,189.5700073,87.39292908,151.3399963,238.6108551,92.33261108,634.3235474,206.8281403,220.4900055,97.68000031,117.0841675,58.92362976,155.7286224,94.97717285,81.41999817,92.23699951,86.93999481,66.84999847,389.4945374,205.8200073,927.2631836,226.6199951,202.9799957,118.0599976,112.5199966,256.2572327,149.7844696,101.9007721,361.4200134,71.77085876,253.8000031,428.4801025,179.1603394,352.4462585,75.37963104,464.7179871,181.8600006,684.9299927,2366.379883,19.8599987,235.8285522,221.8699951,629.2490234,201.3424377,61.84214783,43.58311462,186.3263397,66.78166962,339.1837463,261.3881836,64.61000061,62.43000031,73.55000305
2021/11/18 0:00,468.0855103,157.8699951,341.269989,3696.060059,1096.380005,2996.77002,3014.179932,338.6900024,316.7112122,280.6300049,162.078476,161.3431854,448.0087891,404.1784058,146.3299103,203.3300018,46.09812164,347.7636414,51.40999985,63.61000061,155.5800018,53.31583023,571.156311,670.960022,114.4499969,162.3231201,637.3734131,54.98361206,115.8676605,52.51994705,682.0200195,127.1913681,369.8211975,529.3699951,302.9899902,49.68000031,49.90000153,50.63000107,200.5,142.585907,185.6183167,82.26950073,261.3299866,252.0824738,23.90425491,171.0425873,312.446991,246.566925,329.8976746,193.4700012,87.21372223,155.0200043,239.098526,90.32002258,628.2106934,206.4499969,220.6999969,97.68000031,116.9251709,58.52710342,158.4841766,94.30965424,81.72000122,94.83311462,86.91000366,67.11000061,389.3154907,204.0200043,918.5335083,227.25,201.4199982,116.6600037,112.9000015,257.6801453,149.9836731,100.5819321,359.2000122,72.51878357,252.0500031,424.6907043,175.7688599,356.0253601,76.93796539,463.1506042,178.7700043,675.8400269,2375.97998,19.55999947,236.8937988,225.5399933,634.4076538,199.8009796,62.01125336,43.18083954,187.3723297,67.10835266,339.2730103,259.0342712,62.33000183,61.86999893,73.09999847
2021/11/19 0:00,467.2484741,160.5500031,343.1099854,3676.570068,1137.060059,2978.530029,2999.050049,345.2999878,329.8096313,279.9899902,159.9611664,161.8300018,438.5695801,407.0067139,146.0315247,200.8600006,45.18252945,339.2747803,50.79999924,60.66999817,154,52.93805313,565.1050415,688.3699951,111.9100037,162.710495,635.7940063,54.70576859,115.0461884,51.65423584,678.7999878,126.3941727,368.8337708,533.789978,301.1700134,49.52000046,48.81999969,50.25452423,193.6100006,141.818985,184.3032837,79.94158173,260.7000122,250.5608978,23.64943123,174.5662537,313.9260559,248.6998901,331.0837097,195.1600037,87.92059326,155.4100037,240.1634369,89.18547058,691.5371704,208.4700012,218.4900055,96.91000366,116.4780273,57.32761765,149.788208,93.62220764,80.16999817,92.664711,85.43000031,66.33999634,385.3564148,206.0800018,910.7493896,214.1300049,200.4400024,116.0500031,110.7799988,259.6901855,149.6250916,99.87255096,348.6499939,69.41738892,250.6999969,414.0505066,173.1055298,345.0986633,82.94156647,460.5350037,179.2299957,675.9699707,2339.98999,19.38999939,236.8539734,226.4299927,643.088623,198.2595367,60.20085144,42.58233261,188.0796356,67.99930573,338.6382751,263.0140381,61.79999924,60.63999939,71.01999664
2021/11/22 0:00,465.933075,161.0200043,339.8299866,3572.570068,1156.869995,2926.040039,2941.570068,341.0100098,319.520874,284.9700012,163.3707428,159.6999969,436.1175842,407.1063232,147.0062561,195.5800018,46.05831146,320.8789063,51.20000076,61.50999832,154.1600037,54.28014374,549.7632446,673.5700073,113.9100037,163.0482178,633.704895,55.04315186,114.4622498,51.2562027,659.2000122,124.8197327,362.3605347,539.6500244,296.8399963,49.83000183,50.34000015,50.92642975,189.4799957,144.1994019,180.7168274,80.87274933,260.4400024,252.0824738,24.2080822,173.9273987,313.5263062,251.5205841,328.6418457,192.5,86.97478485,152.5200043,242.7510986,88.57379913,660.862793,210.8800049,218.1399994,99.31999969,116.1501083,56.54447937,147.3122101,94.25983429,81.91999817,92.4956131,86.80000305,67.04000092,394.0803528,202.7299957,915.1092529,209.8999939,202.3800049,116.4700012,111.4499969,256.3567505,150.3023987,100.9516068,340.7200012,71.69107819,244.5700073,418.2287903,170.4721375,348.0995178,83.77068329,457.3603516,179.6600037,656.3800049,2297.129883,20.47999954,235.7688141,224.3399963,645.2838135,203.0230865,60.64847946,43.16122055,184.7922211,69.26643372,342.149231,259.6326904,64.05999756,62.11999893,69.87999725
